,고객,감정,리뷰
10104,13135.0,좋음,생긴지 얼마 안돼서 그런지 외관이나 내부 인테리어 모두 깔끔해요!
10105,13136.0,나쁨,파트너분들이 친절하진 않아요
10106,13137.0,보통,친절함. 그리고 사람이 많음. 엄청 많음.
10107,13138.0,나쁨,여기 스타벅스 맞나요? 나름 제품과 서비스 좋다는 네임벨류 스타벅스 수서점이 다 망치네요. 요즘 QR체크인 필수인거 알고 있습니 다. 근데 QR체크인 불가피하게 할 수 없는 사람도 있어요. 근데 수기 작성이라는 대안이 있어요. 수기 작성 신분증 제시 후 하는 사람 있나요? 말투는 왜 그모양이세요 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ 스타벅스 알바생 없죠 직원분이실텐데 뜨끔하실거라 ...
10108,13139.0,좋음,믿고 마시는 스타벅스
10109,13140.0,좋음,맛있고 넓고 쾌적해서 좋아요
10110,13141.0,좋음,너무 좋아요 매니저분들도 친절해요
10111,13142.0,좋음,스타벅스 상봉점!!
10112,13143.0,나쁨,미니체인백.식품이라 드라이브스루가능한데 오픈하기직전 사이렌오더후 기다리니 없다고 취소하시는건 아니라고 봅니다.전산으로 주문들어가고 계산까지 완료되었음 주문즉시 포장으로 빼놓으셨어야하는거 아닌가요?
10113,13144.0,좋음,굿굿 패션티 피지오
10114,13145.0,좋음,공부하기 넘 좋아요
10115,13146.0,좋음,친절하고 좋았습니다!!
10116,13147.0,좋음,조용해서 자주가요!
10117,13148.0,좋음,레오 득템했어요!!
10118,13149.0,나쁨,사람이 넘넘넘넘 많아요 ㅜㅜ 사이렌오더추천
10119,13150.0,좋음,티라미수 너무 맛있어요
10120,13151.0,좋음,스타벅스 좋습니다룡 ㅎㅎㅎㅎ
10121,13152.0,보통,자주가는데 좋아요. 사람이 많긴해요 ㅠ
10122,13153.0,좋음,신메뉴 시나몬 돌체라떼 핫 칼로리가 생각보다 높아 시럽적게 드리즐 조금해서 먹었는데 시나몬향이 은근히나면서 부드러워서 맛있게 먹었어요
10123,13154.0,좋음,스벅 말차라떼 진해서 좋아요
10124,13155.0,좋음,전지현씨 건물 스벅 공부하기 좋아요
10125,13156.0,보통,좋아유 주차안되는거 빼고요
10126,13157.0,좋음,즐겁게 재미있게 항상 좋아요
10127,13158.0,좋음,약수역에서 가까워서 좋아요
10128,13159.0,좋음,위치좋고 친절히고 해서 자주 들려요
10129,13160.0,좋음,샌드위치 샀는데 맛있어요
10130,13161.0,좋음,할인이 많이 되서 자주 이용해요
10131,13162.0,좋음,조아요조아요조아요ㅛ
10132,13163.0,좋음,생크림카스테라 완전 맛있어요
10133,13164.0,좋음,잉글리시 머핀 맛있어요
10134,13165.0,좋음,직원분들도 친절하고 넓어서 수다 떨기 좋아요
10135,13166.0,좋음,우울할때 마시면 굿굿 달달구리
10136,13167.0,보통,친절 다만 음료준비 조금 시간걸리네요 주문대비
10137,13168.0,좋음,어딜가나 스벅은 스벅
10138,13169.0,좋음,파트너분들이 완전 친절해요ㅎㅎ
10139,13170.0,좋음,여러분 ..강동역 엔 없는 원두 길동점엔 있습니다아아 원두 찾는분들 길동 고고고
10140,13171.0,나쁨,사람이 항상 많아서 자리가 거의 없어요.
10141,13172.0,좋음,분위기 갑!! 클라우드치즈케익 넘 셔요 ㅠ
10142,13173.0,좋음,너무 좋아요 거의 매일 방문 음료 맛도 좋고 파트너님들 늘 친절하세용
10143,13174.0,좋음,커피도 케익도 맛나요
10144,13175.0,좋음,출근 전 아빠랑 언니랑 즐거운 시간 할 수 있어서 좋네요
10145,13176.0,좋음,오늘도 조용한 곳 출첵
10146,13177.0,좋음,디카페인 원두 좋아요
10147,13178.0,보통,말차때문에 갔는데 전 그린티가 더 입맛에 맞아요 ㅠㅠ 그린티로 다시 돌아오면 좋겠어요
10148,13179.0,보통,좋으나 사람이 북적북적
10149,13180.0,나쁨,알바들 손맛이 별로에요ㅜㅜ
10150,13181.0,좋음,패션탱고피지오 추천 존맛
10151,13182.0,좋음,원두도 갈겸 아침에 라떼먹으러갔네요 얼음 조금 달라했는데 많이 주신..ㅎㅎ
10152,13183.0,좋음,아아아아 아메리카노
10153,13184.0,좋음,파트너분들 바쁜 와중에 친절하시고 좋았습니다.
10154,13185.0,나쁨,갈때마다 기분나쁜 곳
10155,13186.0,좋음,크랜베리샌즈위치맛있어요
10156,13187.0,보통,친구들모임방문 직원분이 친절하게 응대해주셨어요
10157,13188.0,좋음,여태 먹은 토피넛 라떼 중 가장 맛있어요! 그리고 직원분들이 굉장히 친절하세요 다음에 갔을땐 자몽허니블랙티 있었으면 좋겠어요!
10158,13189.0,좋음,그린티 프라푸치노..
10159,13190.0,좋음,늘 이용하는 곳이에요 조아요
10160,13191.0,좋음,맛있습니다. 추천합니다.
10161,13192.0,나쁨,"뷰는 좋은데, 사람 많고 파트너가 불친절해요. 메뉴 주문을 잘못 받으셔서 재결제하고 음료 다시 받았는데 그 과정이 귀찮다는 듯한 태도가 불쾌하더라고요. 사과도 제대로 없으시고 설렁설렁. 바쁘신 건 알겠는데, 본인이 실수하셔놓고 무슨 상황인지 모르겠습니다. 회사 근처 스벅 그 정신 없는 점심시간에 가도 이 정돈 아니예요. 한 번으로 족합니다."
10162,13193.0,보통,맛있고 좋은데 좀 시끄러워요
10163,13194.0,보통,항상 무난무난. 좀 자리 수가 적음
10164,13195.0,좋음,깔끔하고 좋습니다 강추
10165,13196.0,보통,카페 규모가 작지만 ㅋ 남부터미널역 3번출구 바로 앞이라 이용은 편리해요
10166,13197.0,좋음,신사고 본사건물 한적하고좋음
10167,13198.0,좋음,스타벅스. 와관에 비해 내부는 그닥
10168,13199.0,좋음,역시 스벅클래스 굿굿
10169,13200.0,좋음,사이렌오더로 편하게 주문해서 바로 받았고 너무 친절하고 좋아용 ㅎㅎ
10170,13201.0,좋음,평일인데도 사람은 많았지만 친절하고빨리나와서좋았어요
10171,13202.0,좋음,매장 깨끗해서 너무 좋아요
10172,13203.0,좋음,작지만 있을건 다 있음
10173,13204.0,좋음,자몽허니블랙티는 언제나 먹어도 맛있어요
10174,13205.0,나쁨,스타벅스 몇 년 갔지만 음료 이렇게 적게 주는데는 처음.그란데 주문했는데 컵 절반밖에 안 채우고 거품으로 채워줌. 샷추가 했는데도 안 진함.톨사이즈로 준게 아닌가싶어서 얘기했더니 그게 정량이라고하는데 한 두번 마신것도 아니고ㅡㅡ
10175,13206.0,좋음,그래도 가장 한산한 마포쪽 스벅이죠.
10176,13207.0,좋음,항상 친절하고 갈때마다 좋습니다!
10177,13208.0,보통,사람 오지게 많아요.. 시원해요엄청
10178,13209.0,보통,경희대에서 가까워요
10179,13210.0,좋음,시즌메뉴로 다시 나와서 먹었어요. 달달하니 맛있습니다. 근데 단 커피 싫어하시면 꽤 달게 느껴질 듯! 저도 디저트랑 같이 먹긴 달더라구요ㅋㅋㅋㅋ 기프티콘 쓸 겸 비싼 음료 주문했는데 조금 남겼어요. 매장은 창가 쪽에 앉으면 남산타 워가 바로 앞에 보이는데 저는 안 쪽에 앉아서 딱히 임팩트는 없었습니다. 낮에 와서 창가 보고 커피 마시면 딱 도시풍경이라 여...
10180,13211.0,좋음,샌드위치 종류 많아요 ㅎㅎ 맛잇게먹었네용
10181,13212.0,좋음,친절하고 매장도 넓고 좋아요
10182,13213.0,좋음,스타벅스 자주 이용하는데 좀더 친절하시면 좋을듯
10183,13214.0,좋음,설연휴 사람이 없어서 좋네요
10184,13215.0,좋음,이마트 장보러갈때마다 들리는곳
10185,13216.0,나쁨,사람도 많고 시끄럽고 자리도 몇 개 없는 곳 ㅠ
10186,13217.0,좋음,반트 치즈케이크 완전 맛나요
10187,13218.0,좋음,매우 친절 하시네욤
10188,13219.0,보통,코로나로 컵만 사와서 집에서 맛보네요. 좋아요
10189,13220.0,나쁨,"지나가는 길에 1 1쿠폰 쓸겸 어제 갔는데. 쿠폰 쓸거라고 먼저 말했는데, 주문 받는 직원분이 음료 먼저 말하고 쿠폰을 줘야지. 쿠폰 먼저 보여줬다고 한소리 들었네요. 그런 순서도 고객이 인지하고 주문해야되는군요."
10190,13221.0,좋음,스벅 쿠폰받아서 500원에 라떼 한잔마셨어요 갑자기 쌀쌀해진 아침 오백원라떼 베리 굿
10191,13222.0,나쁨,좌석이 별로 없어서 자리경쟁이 치열하네요
10192,13223.0,나쁨,디카페인으로 시켰더니 맛이 덜해요ㅠㅠ
10193,13224.0,좋음,매장 넓고 깨끗하고 친절해서 좋아요
10194,13225.0,보통,다좋은데 겨울에 가지마세요 너무추워요 히터를 아예안트나.? 저만 그런게 아니고 두꺼운 외투 입고 계시는 다른 손님들 진짜 많아요ㅠ 다시는 겨울에 안올거예요
10195,13226.0,좋음,조용해서 참 좋아요
10196,13227.0,좋음,매장이 엄청 바쁘지만 신속하게 주문이 되서 좋네여
10197,13228.0,좋음,맛있고 분위기좋아요
10198,13229.0,보통,앉을곳도 없어서 그냥 가지고 나왔어요. 줄도 길었고요. ㅠㅠ
10199,13230.0,좋음,좌석간 간격도 넓고 시원했어요
10200,13231.0,좋음,스타벅스는 늘 좋지요
10201,13232.0,좋음,코로나땜에 디티 이용하는데 바로 커피도 받고 좋아요
10202,13233.0,좋음,직원분 친절하시고 커피맛있어요
10203,13234.0,좋음,역근처에 있어서 좋아요 사람이 좀 있긴 한데 올때마다 엄청 붐비지는 않네요!
10204,13235.0,좋음,쿠폰써서 테이크아웃했습니다 친절하고 깔끔합니다 음료도 빠르게 나왔네요
10205,13236.0,좋음,케잌 산드위치 많아 좋이요
10206,13237.0,좋음,매번 들리게되는 매장입니다
10207,13238.0,좋음,리저브 너무 맛좋아요 설명도 친절하세요.
10208,13239.0,좋음,샤로수길에 있어서 약속장소로도 좋고 커피도 맛있어요! 대신 사람이 많다는 단점이 있죠 ㅎ
10209,13240.0,좋음,좋아요 또 방문할께요!
10210,13241.0,좋음,라이트 시럽 조아요
10211,13242.0,나쁨,무난한데 좀 작습니다.
10212,13243.0,좋음,엄청친절하고 라떼도 맛있었어요
10213,13244.0,좋음,언제 마셔도 맛있어요!
10214,13245.0,좋음,방탄 콜라보 케이크 맛있음
10215,13246.0,보통,크로크무슈 맛있음 오늘의 커피는 뜨거울때만 맛있음
10216,13247.0,좋음,따뜻한 돌체라떼 맛있게 먹을수 있어 감사합니다
10217,13248.0,보통,즐건시간가질수있게 거리두기지키며 사람이 없었어요
10218,13249.0,좋음,제가 적립하는거랑 잘 몰라서 당황해할 때 친절하게 도와주시고 너무 감사합니다. 커피도 맛있네요
10219,13250.0,좋음,좋아요 가깝고 편함
10220,13251.0,좋음,아주좋아요 친절 최고
10221,13252.0,보통,깨끗하고 커피맛 한결같아 좋습니다
10222,13253.0,보통,새로운 메뉴 골든세서미?? 맛은 쏘쏘해요.
10223,13254.0,좋음,이마트스벅 !! 최고입니당!!! 너무 좋아요! 굿즈도 편하게 볼 수 있고 넓어서 너무 좋아요
10224,13255.0,좋음,좋아요 맛있어요 ㅋㅋㅋㅋ
10225,13256.0,좋음,"친절하고, 맛있어요!"
10226,13257.0,나쁨,가본 스타벅스 매장중에 음료 제일 맛없게 만들어줘서 돈 아까웠음..
10227,13258.0,좋음,자리도 많고 가로수길 핫플 !
10228,13259.0,좋음,케이크도 맛있고 음료도 맛있어요!!! 주문한지 1분만에 나와서
10229,13260.0,좋음,동네 쉼터....가면 늘 편안
10230,13261.0,보통,좋아요 주차장이 없어 아쉬워요
10231,13262.0,좋음,생크림카스테라도 맛있어요
10232,13263.0,좋음,늘 쾌적하고 친절한 스타벅스
10233,13264.0,좋음,그린티프라프치노 파우더 많이 넣어달라고 해서 마시면 진하고 너무 좋아요
10234,13265.0,나쁨,코로나 qr코드 좀 잘찍히는 기계로 바꿔주세요
10235,13266.0,나쁨,그냥 그래요. 오래된 쇼파
10236,13267.0,좋음,친절해요. 맛잇어요.
10237,13268.0,나쁨,여긴 항상 앉을 자리가 없음 ㅋ 야외 파라솔도 좋은데
10238,13269.0,좋음,넘 분위기가좋아요. 지인도 좋다하네요.
10239,13270.0,좋음,자주오는 스벅. 파트너들이 친절해서 좋아요
10240,13271.0,좋음,매장이 깔끔하고 커피맛도좋아요
10241,13272.0,좋음,맛있는 디저트와 커피가있는곳입니다
10242,13273.0,나쁨,같은 메뉴인데 음료 맛이 없어요ㅜㅜ 사람 많은 만큼 홀 관리도 잘 안되는듯 하네요 테이블 트레이 넘 지저분합니다.
10243,13274.0,좋음,주차도 편리하고 직원들도 친절해서 집근처에 스벅이 있어도 반포역점으로 자주갑니다
10244,13275.0,나쁨,쉬림프샐러드 맛이없떠요
10245,13276.0,좋음,맛있어요 맛있어요 !
10246,13277.0,보통,"살짝 좁은 느낌이 들지만, 개인좌석이 많아서 누구 기다릴때 참 좋은듯."
10247,13278.0,나쁨,뒤에 손님이 많아그런지 주문 너무 불친절하다고 느껴졌어요
10248,13279.0,좋음,역시 아메리카노지요
10249,13280.0,좋음,내가 아는 스벅 중 늘 조용하고 평온한 곳!
10250,13281.0,좋음,넘맛 사랑해요 욘예가중계
10251,13282.0,좋음,회사 바로 아래에 위치하고 있어서 점심시간엔 사람 몰리는 경우가 많지만 그외에는 조용하고 좋습니다 ! 파트너분들도 다 친절해요!
10252,13283.0,좋음,매우 만족스러운 서비스입니다
10253,13284.0,나쁨,점심때 사람 많아요
10254,13285.0,나쁨,스벅 매장 가지고 뭐라고 하진 않지만 지금 이시점 이시간에 있는 남자 알바는 정말 개념도 없고 서비스 마인드도 바닥인 것 같았습니다. 구로지점은 회사근처라 갈 일이 많긴하지만 그 알바인지 직원인지 그 남자 직원이 있는 한 갈 일은 없을 것 같네요. 별하나도 아깝습니다
10255,13286.0,좋음,"바닐라라떼보다 진한 더블샷 바닐라, 일반우유가 들어가는게 아니라서 더부드럽고 진함! 쉐킷쉐킷해주기때문에 거품이 생김. 그냥 받으면 숏사이즈컵에 귀엽게나오는데 퍼스널옵션에따라 톨컵에 얼음넣고 할수있음. 따뜻한건 안되요 벅스"
10256,13287.0,좋음,매장이 넓고 모히토 맛있네요!
10257,13288.0,좋음,기대를 져버리지 않습니다.
10258,13289.0,좋음,요즘 코로나땜시 앉을 수 없는게 너무 아쉽다ㅠ 그래도 디카페인 바닐라라떼와 행복한 하루
10259,13290.0,나쁨,자리가 항상 아쉬워요
10260,13291.0,좋음,점심먹고 항상 오는 곳! 역시나 맛있음요
10261,13292.0,나쁨,방학이라 한산할줄알았는데..
10262,13293.0,좋음,피규어 사려고 줄 섰어요. 1인 1개라서 살 수 있었어요. 앞으로도 개수제한을 두고 많은 사람들이 살 수 있으면 좋겠어요
10263,13294.0,나쁨,공릉 스벅은 자리가 없어요 ㅜㅜ 어디 스벅이든 사람들이 많지만 공릉은 심함
10264,13295.0,좋음,바닐라크림폼 콜드브루 굿
10265,13296.0,좋음,갈때마다 친절하고 깨끗해요 매장이 그리고 나갈때 행복한 하루 되세요 라고 해주셧는데 그말이 너무 감동이엇어요..하루종일 마음이 따뜻해질거같아요
10266,13297.0,좋음,오전에 갔는데 직원분들이 너무 친절하셔요 맘이 따뜻해지는 아침이었습니다
10267,13298.0,좋음,바닐라빈을 아끼지않고 듬뿍넣어서 좋아요
10268,13299.0,좋음,직원분들 정말 친절하십니다.
10269,13300.0,좋음,케이크 맛있어용ㅎㅎ
10270,13301.0,좋음,제품 매우 만족합니다.
10271,13302.0,좋음,깔끔하고 친절하셔서 좋았습니다
10272,13303.0,좋음,불랙 글레이주 맛나네욤 여긴 항상 사람이 많지요 ㅎㅎㅎ
10273,13304.0,좋음,괜찮아유 직원도친절
10274,13305.0,좋음,아침에 여유롭게 커피 샌드위치
10275,13306.0,나쁨,불친절한 스타벅스는 처음입니다.
10276,13307.0,보통,직원분 친절합니다. 매장에 혼자앉은 사람들이 많아서 잘 자리가 없네요
10277,13308.0,좋음,친절합니당 또 갈게요
10278,13309.0,좋음,친절하고 스콘이 맛있었어요
10279,13310.0,보통,넓은 장소 조용한 곳
10280,13311.0,좋음,자리가 띄엄띄엄 있어서 좋네요
10281,13312.0,좋음,언제나 즐거운 스타벅스매장 리저브메뉴 굿굿
10282,13313.0,좋음,캘린더 받았지롱요 ㅎㅎ
10283,13314.0,나쁨,바쁠땐 거품을 대충 내는듯
10284,13315.0,나쁨,조용함. 빨대 달라고 해야 줌
10285,13316.0,좋음,역시 스벅이라고 할 정도로 분위기 좋고 맛도 있어요
10286,13317.0,좋음,직원들이 친절하시네요
10287,13318.0,좋음,역대급친절 짱친절 4층까지잇어서 자리많음 1인용
10288,13319.0,좋음,이태원 한남동 주변 핫플이 어그로 탱킹을 해주는 덕분에 스타벅스는 비교적 차분. 직원분들도 친절해서 좋고 시끄럽지 않아서 좋다.
10289,13320.0,좋음,깔끔하고 서비스 좋고 맛있는 스벅.
10290,13321.0,좋음,사람엄청 많은데 이뻐요
10291,13322.0,좋음,친절하고 사회적 거리두기 완벽합나다
10292,13323.0,좋음,직장과 가까워서 자주 이용해요
10293,13324.0,좋음,역시 카스테라는 스벅
10294,13325.0,좋음,한 직원분께서 너무너무 친절하게 알려주심
10295,13326.0,좋음,나이드신 분들이 조금씩 보여요
10296,13327.0,좋음,항상똑같은 맛이좋아요
10297,13328.0,좋음,커피도 사고 티도 사고. 스벅 넘 좋아요
10298,13329.0,나쁨,약수동 자체가 사람이 많다보니.. 스벅에도 사람많고 테이블 간격이 좁아요..
10299,13330.0,좋음,커피마시러 자주와요
10300,13331.0,좋음,따뜻한마음이 느껴짐니당
10301,13332.0,좋음,아내가 준 음료쿠폰 쓰러 왔어여 저는 지지해주고 사랑해주는 아내가 있어서 저는 정말 행복합니다
10302,13333.0,좋음,크고 조용하고 좋네요
10303,13334.0,좋음,신메뉴 먹어봤는데 색은 너무 이쁜데 좀 단거 같아용
10304,13335.0,좋음,슈프림라떼 개맛있어요
10305,13336.0,좋음,세상 친절함. 진심으로 지금까지 가본 카페 중에서 제일 친절함. 최근에 여러번 방문했는데 진짜 매번 서비스에 감탄함. 앞으로도 자주 방문할 예정
10306,13337.0,나쁨,스벅 싫은데 기프티콘땜에 어쩔 수 없이 방문 ㅠ
10307,13338.0,나쁨,콘센트가 별로 없어요
10308,13339.0,좋음,맛있는 커피 친절해요
10309,13340.0,좋음,조용하고 좋아요. 2층!
10310,13341.0,좋음,맛있어요! 오랫만에 일찍 나와서 따뜻하게 한잔 마시니 좋네요..
10311,13342.0,좋음,뷰도 좋고 쾌적하고 위치도 아주 좋습니다
10312,13343.0,좋음,주말엔 자리도 널널하고 좋네요. 자주 이용해야겠습니다.
10313,13344.0,보통,공간 좁지만 커피 맛나다
10314,13345.0,좋음,쾌적하나 사람이 많네요 ㅎㅎ
10315,13346.0,좋음,강남역에서 스타벅스는 좁지만 3층까지있어서 너무 좋아요
10316,13347.0,좋음,친절하시고 좋았어요 ㅎㅎ
10317,13348.0,좋음,깨끗하고 넓고 친절하고 좋습니당 근데 점심시간에는 직장인들로 붐벼요!
10318,13349.0,좋음,커피 잘 마시고 갑니다
10319,13350.0,좋음,다크초콜릿 블랜디드 맛있어요
10320,13351.0,좋음,쾌적하고 직원분들 친절해요
10321,13352.0,좋음,샌드위치도맛잇고 매장도깔끔
10322,13353.0,좋음,친절하고 주차장있어 좋아요
10323,13354.0,나쁨,케이크 종류가 너무 없어요ㅠㅠ
10324,13355.0,좋음,바쁜 와중에도 토피넛프랍 팝콘 핀셋같은걸로 하나하나 집어 올려주던 섬세 친절한 남자 파트너님! 최곱니다!!
10325,13356.0,좋음,푹신한 소파가 있어 편안하게 쉴 수 있습니다.
10326,13357.0,좋음,스벅 맨날 갑니다 ㅋ
10327,13358.0,나쁨,친절하나 화장실 냄새가 나요
10328,13359.0,나쁨,포크를 안주시는...ㅋㅋ
10329,13360.0,나쁨,일하시는 남자분들 넘 불친절해요
10330,13361.0,나쁨,진짜 최악 살다살다 스벅이용하면서 누락돼서 포장해주는거 처음봤네 본인들이 잘못해놓고 적절한 조치도없구 무조건 구매자한테 떠넘기는 그건 판매자의 우월의식 대기업의 횡포아닌가요? 갖다주지는 못할망정 다시오라가라 회원가입을해야 조치해준다 참 어처구니없네 시대가 어느땐데영업똑바로하고 서비스마인드좀 갖추길 진짜 실망그자체 혈압오르네
10331,13362.0,좋음,넓고 좋아요 직원분들도 친절하세요
10332,13363.0,나쁨,사람이 너무 많아 앉을 수가 없음
10333,13364.0,좋음,사람이 많지 않아 여유롭게 커피를 마실 수 있어 좋습니다. 다른 지점보다 조용해요.
10334,13365.0,나쁨,앉을 자리가 없다아아
10335,13366.0,좋음,샐러드도 맛있는 스벅
10336,13367.0,좋음,사람 항상 많지만 친절하고 맛있어요
10337,13368.0,좋음,친절해요 !! 진짜짱짱친절
10338,13369.0,좋음,어머 마천에도 스벅이ㅋㅋㅋㅋㅋㅋ
10339,13370.0,좋음,엠디사러 ㅋ 올레!
10340,13371.0,좋음,친절하세용 매장도 깨끗해요
10341,13372.0,나쁨,커피맛은... 그닥..
10342,13373.0,좋음,브런치먹기에 딱 좋은곳...ㅎㅎ
10343,13374.0,좋음,스벅 현대힐점 최근 리모델링해 반짝반짝 새집증후군 살짝 아쉬워요 프라푸치노 BOGO쿠폰사용
10344,13375.0,좋음,맛있는 커피 맛짱! 써비스짱!
10345,13376.0,좋음,친절하고 좋아요 굳굳
10346,13377.0,좋음,생크림카스테라 너무 맛있어요
10347,13378.0,좋음,시원하게 마셨습니다
10348,13379.0,좋음,근래 간 스벅 중에 제일 만족한 곳! 뒤쪽으로 넘어가면 널찍한 창이랑 공간 나오는데 맘에 들었어요 근데 영업시간 짧은게 아쉬워요
10349,13380.0,좋음,장소가 좀 넓었으면 더 좋겠어요
10350,13381.0,나쁨,"안경쓰시고 통통한 남자 직원분 너무 불친절해요 아니 친절까진 바라지도 않아요 너무 손님들한테 짜증을 많이내뇨 너무 짜증섞인 말투에요. 무서워서 가질 못하겠어요 ㅜㅜ 회사가 근처라 매일 가는데, 전에 있던 남자 직원분 어디가셨나요 ㅜㅜㅜㅜ"
10351,13382.0,좋음,쉑쉑 먹고 바로 옆에 있어서 좋았어요 직원분들도 친절하심
10352,13383.0,좋음,가성비 갑! 너무좋아요!
10353,13384.0,나쁨,레디백때문에 평소보다 고객이 늘면 알바 더 늘려야 하는거아닌가요 바쁜 출퇴근시간에 커피 20분이라니
10354,13385.0,나쁨,점심에 직장인 바글바글
10355,13386.0,좋음,좋아요.......
10356,13387.0,나쁨,늘 사람 많은곳....리저브때문에 가는 곳
10357,13388.0,좋음,콘센트가 많은 편이네요
10358,13389.0,좋음,티라미수 아메리카노 조온맛탱
10359,13390.0,나쁨,항상 사람이 엄청 많아서 시끄러운 지점임
10360,13391.0,좋음,발렛주차 가능해서 좋아요
10361,13392.0,좋음,스타벅스 시즌 한정 메뉴 즐기러 왔습니다
10362,13393.0,좋음,스벅은 아메리카노가 진리!
10363,13394.0,좋음,맛있고 매장자리만 확인하고 가면 될것 같아요 1층만 자리가 있어서
10364,13395.0,나쁨,감기 걸린 파트너가 마스크도 하지 않고 기침하면서 음료를 만드는 곳. 6000원 가까이 낸 음료라 마시지 않을 수 없지만 벌써부터 목이 칼칼해지는 느낌. 2018년 12월 13일 밤 9시30분경의 기록.
10365,13396.0,보통,출근길 커피는 활력소
10366,13397.0,좋음,굿굿입니다아엉아아아
10367,13398.0,좋음,굳굳 서비스도 조어요
10368,13399.0,좋음,스타벅스 커피맛은 좋아영
10369,13400.0,나쁨,너무시끄러운 사람들이 가끔 있음
10370,13401.0,좋음,"친절하고 커피, 음료맛 굿굿 ㅎㅎㅎ"
10371,13402.0,나쁨,오늘 코코넛콜드브루 마셨는데 진심 욕할뻔... 크림이 무슨 떡인줄?? 굳어서 따로놀더라구요. 좀 잘못 만들면 다시해주던가 왜 딱봐도 이상한데 변명을 그리도 하는지 ...시간이없어서 그냥갔네요
10372,13403.0,좋음,파트너분 친절하세요
10373,13404.0,좋음,친절하고 음료도 빨리나와요!
10374,13405.0,좋음,아울렛 쇼핑하고 한 숨 돌리기 좋아요
10375,13406.0,좋음,친절하고 커피맛나요
10376,13407.0,좋음,스타벅스 리저브 매장답게 굉장히 고급스럽습니다. 커피맛은 당연히 여느 스타벅스 매장과 동일하게 균일한 맛을 보여줍니다.
10377,13408.0,나쁨,기다리는시간 많아요
10378,13409.0,보통,파트너분들 친절하시고 좋음 근데 테이블은 좀 더러움
10379,13410.0,좋음,차이티라떼 무지방 따뜻하고 좋다
10380,13411.0,좋음,직원분들 친절해서 좋습니다!
10381,13412.0,보통,더클랙식500 1층
10382,13413.0,나쁨,하정우는 숨만쉬어도 돈벌고 부럽다. 주차경쟁 오진다.
10383,13414.0,보통,이뷰쓰면 포인트 더주나
10384,13415.0,좋음,스벅카드 충전충전!
10385,13416.0,좋음,"직원분들도 친절하시고, 깨끗하고 커피도 맛있습니다!"
10386,13417.0,좋음,공부는 역시 스벅이죠
10387,13418.0,좋음,영등포역에 몇 없는 쾌적한 카페
10388,13419.0,좋음,오전 알바생분들 너무 좋아요 ㅠㅠㅠ 다들 이쁘고 잘생기심
10389,13420.0,좋음,이수역 주변 세 군데 스벅 중 제일 좋아하는 지점이에요
10390,13421.0,나쁨,스타벅스는 별로 이용하고 싶지 않아요.
10391,13422.0,좋음,젛아요오엉ㅇㅇㅇㅇㅇ
10392,13423.0,좋음,늘 좋은 자리배열.
10393,13424.0,좋음,오늘도 출근도장 찍었습니다. 스벅은 아아가 진리죠 !
10394,13425.0,좋음,얼그레이티라떼 첨 주문.
10395,13426.0,나쁨,콜드폼콜드브루 다른데보다 맛이 약해요..
10396,13427.0,좋음,매일 이용하는 곳이에요 아주 좋아요
10397,13428.0,좋음,신메뉴 완전 맛있어요!!! 딸기라떼!!
10398,13429.0,좋음,깔끔하니 괜찮습니다.
10399,13430.0,좋음,직원분들 친절하십니다.
10400,13431.0,좋음,사람 많아요 늘 친절함
10401,13432.0,보통,현대디큐브 스타벅스
10402,13433.0,좋음,아침에 위안을 주던 곳
10403,13434.0,좋음,지4원분이 참 친절하십니다
10404,13435.0,좋음,간만에 넓은 매장이 당산역에 오픈했네요. 넓고 좋아요.
10405,13436.0,좋음,반반차 받아서 여유롭게 시원한 아아 한잔 이런 여유 너무 좋다
10406,13437.0,보통,직원분이 친절하세요. 레드벨벳 케익 시트가 메말라있으면 슬퍼요.
10407,13438.0,보통,다 좋은데 사람이 많네요. 여긴 나만 알고 싶은데..
10408,13439.0,좋음,평소 주변 직장인들을 상대하는 곳이라서 휴일 주말에 이용하기 정말 좋은 곳입니다. 손님도 적고 리저브 매장이라 메뉴도 다양하고 요. 주문 하나가 잘못 들어갔는데 그건 치워두고 바로 새로 만들어주시더라고요. 치워둔 음료는 버리지 않고 직원분이라도 드셨으면 좋겠네요......
10409,13440.0,좋음,좋네요 스타벅스는 언제나 굿
10410,13441.0,좋음,아침엔 아메!!! 프렌들리합니다
10411,13442.0,좋음,근접지역으로 거리상편리함
10412,13443.0,좋음,매장 넓고 직원들 친절해서 좋아요
10413,13444.0,좋음,잘먹었습이다. 감사합니다.
10414,13445.0,좋음,공부하러 오기 좋은 곳
10415,13446.0,좋음,여기는 올때마다 느끼지만 친절하십니다 요즘 불친절한 스타벅스 지점이 늘고 있는데 여긴 역시 스타벅스
10416,13447.0,좋음,커피가 맛있어 2틀 연속 방문하네요
10417,13448.0,좋음,점원분들도 친절하거 좋았습니다. 그리고 화장실도 깨끗하게 관리되서 좋아요
10418,13449.0,나쁨,"평일 아침 쌍커풀 수술한 여알바인지 직원인지, 접객 마인드 부족."
10419,13450.0,좋음,여긴왜 교대법원점 이라는지점명이표기되지않는지?
10420,13451.0,보통,자주 오는 편인데요 점심 때 너무 사람이 많아서 맞은편 우체국도 나쁘지 않아요
